2008-12-01,8826.89,8827.05,8141.36,8149.09,321010000
2008-12-02,8153.75,8437.17,8143.51,8419.09,307520000
2008-12-03,8409.14,8624.19,8234.15,8591.69,294680000
2008-12-04,8587.07,8631.99,8259.4,8376.24,280880000
2008-12-05,8376.08,8686.47,8118.5,8635.42,346370000
2008-12-08,8637.65,9026.41,8637.49,8934.18,358970000
2008-12-09,8934.1,8934.1,8651.74,8691.33,284950000
2008-12-10,8693.0,8879.22,8646.33,8761.42,232830000
2008-12-11,8750.13,8809.45,8512.76,8565.09,290540000
2008-12-12,8563.1,8682.57,8347.81,8629.68,271030000
2008-12-15,8628.81,8676.28,8469.03,8564.53,229940000
2008-12-16,8565.65,8958.79,8565.65,8924.14,337190000
2008-12-17,8921.91,8961.26,8778.07,8824.34,239260000
2008-12-18,8823.94,8883.36,8527.41,8604.99,274080000
2008-12-19,8606.5,8787.23,8550.43,8579.11,550150000
2008-12-22,8573.37,8601.41,8372.02,8519.69,211090000
2008-12-23,8518.65,8604.12,8391.3,8419.49,174640000
2008-12-24,8416.86,8498.5,8416.86,8468.48,66930000
2008-12-26,8468.71,8533.07,8461.78,8515.55,86760000
2008-12-29,8515.87,8530.68,8364.06,8483.93,153730000
2008-12-30,8487.51,8675.24,8487.51,8668.39,162560000
2008-12-31,8666.48,8842.66,8664.89,8776.39,226760000
2009-01-02,8772.25,9065.28,8760.78,9034.69,213700000
2009-01-05,9027.13,9034.37,8892.36,8952.89,233760000
2009-01-06,8954.57,9088.06,8940.95,9015.1,215410000
2009-01-07,8996.94,8996.94,8719.92,8769.7,266710000
2009-01-08,8769.94,8770.02,8651.19,8742.46,226620000
2009-01-09,8738.8,8769.62,8576.96,8599.18,204300000
2009-01-12,8599.26,8602.6,8421.08,8473.97,273550000
2009-01-13,8474.61,8522.08,8376.88,8448.56,304050000
2009-01-14,8446.01,8446.25,8140.72,8200.14,355050000
2009-01-15,8196.24,8286.16,7995.13,8212.49,436660000
2009-01-16,8215.67,8341.2,8109.34,8281.22,439360000
2009-01-20,8279.63,8291.98,7939.93,7949.09,419200000
2009-01-21,7949.17,8243.55,7936.19,8228.1,410040000
2009-01-22,8224.43,8224.83,7957.14,8122.8,420040000
2009-01-23,8108.79,8152.59,7909.03,8077.56,370510000
2009-01-26,8078.04,8231.68,8023.16,8116.03,316720000
2009-01-27,8117.39,8225.79,8083.14,8174.73,247750000
2009-01-28,8175.93,8405.87,8175.93,8375.45,357940000
2009-01-29,8373.06,8373.14,8137.94,8149.01,247450000
2009-01-30,8149.01,8195.76,7961.92,8000.86,303160000
2009-02-02,8000.62,8000.62,7867.37,7936.75,293890000
2009-02-03,7936.99,8111.57,7905.52,8078.36,313090000
2009-02-04,8070.32,8162.15,7929.26,7956.66,345520000
2009-02-05,7954.83,8107.83,7845.31,8063.07,390980000
2009-02-06,8056.38,8312.37,8052.24,8280.59,396380000
2009-02-09,8281.38,8315.07,8196.24,8270.87,289280000
2009-02-10,8269.36,8269.44,7848.74,7888.88,449890000
2009-02-11,7887.05,7983.74,7852.16,7939.53,270280000
2009-02-12,7931.97,7938.82,7693.98,7932.76,331960000
2009-02-13,7933.0,7970.84,7840.45,7850.41,251960000
2009-02-17,7845.63,7845.63,7551.01,7552.6,332850000
2009-02-18,7546.35,7617.76,7479.97,7555.63,268220000
2009-02-19,7555.23,7614.97,7447.55,7465.95,301480000
2009-02-20,7461.49,7469.29,7249.47,7365.67,584900000
2009-02-23,7365.99,7441.02,7105.94,7114.78,406150000
2009-02-24,7115.34,7378.97,7114.3,7350.94,468010000
2009-02-25,7349.58,7404.94,7156.68,7270.89,450270000
2009-02-26,7269.06,7402.31,7173.56,7182.08,321300000
2009-02-27,7180.97,7195.46,7033.62,7062.93,667950000
2009-03-02,7056.48,7058.95,6755.17,6763.29,568670000
2009-03-03,6764.81,6855.29,6705.63,6726.02,445280000
2009-03-04,6726.5,6979.22,6726.42,6875.84,464830000
2009-03-05,6874.01,6874.01,6544.1,6594.44,509770000
